Sr.No,Name,Ratings,Total_Reviews,,Company_Type,Locations,How_Old,Workforce
921,GVPR Engineers,4.3,(498 Reviews),,Public,"Hyderabad/Secunderabad,Telangana + 43 more",25 years old,501-1k Employees (India)
922,Secure Meters,4.1,(498 Reviews),,Public,"Chandlers Ford,Eastleigh + 44 more",35 years old,1k-5k Employees (India)
923,Aristo Pharmaceu...,4.2,(496 Reviews),,Private,"Mumbai,Maharashtra + 57 more",51 years old,1k-5k Employees (India)
924,Shriram General ...,3.7,(495 Reviews),,Private,"Jaipur,Rajasthan + 119 more",14 years old,10k-50k Employees (India)
925,Atlas Copco,4.3,(495 Reviews),,Public,"Nacka Municipality,Stockholm + 44 more",149 years old,1k-5k Employees (India)
926,Bridge & Roof Co,3.7,(495 Reviews),,Central Public Sector Enterprises (CPSE),"Kolkata,West Bengal + 49 more",102 years old,1k-5k Employees (India)
927,IHS Markit,4.1,(494 Reviews),,Private,London + 11 more,63 years old,1k-5k Employees (India)
928,Medha Servo Driv...,4.3,(494 Reviews),,Private,"Hyderabad/Secunderabad,Telangana + 34 more",38 years old,501-1k Employees (India)
929,United Breweries,4.1,(560 Reviews),,Public,"Bangalore/Bengaluru,Karnataka + 67 more",165 years old,1k-5k Employees (India)
930,Jacobs Engineeri...,4.1,(496 Reviews),,Private,"Dallas,TX + 26 more",75 years old,201-500 Employees (India)
931,GE Power,4.2,(660 Reviews),,Public,"Schenectady,Düsseldorf + 44 more",30 years old,1k-5k Employees (India)
932,Varroc Polymers,3.9,(490 Reviews),,Private,"Aurangabad,Maharashtra + 28 more",27 years old,201-500 Employees (India)
933,Sanden Vikas,3.8,(490 Reviews),,Private,"Faridabad,Haryana + 17 more",40 years old,1k-5k Employees (India)
934,ThyssenKrupp Ind...,4.1,(490 Reviews),,Private,"Pune,Maharashtra + 30 more",75 years old,1k-5k Employees (India)
935,MakeMyTrip,4,(853 Reviews),,Public,"Gurgaon,Haryana + 35 more",22 years old,1k-5k Employees (India)
936,Eveready Industr...,4.1,(488 Reviews),,Public,"Kolkata,West Bengal + 52 more",88 years old,1k-5k Employees (India)
937,Colliers Interna...,4.1,(488 Reviews),,Private,Ontario + 25 more,27 years old,1k-5k Employees (India)
938,Alok Industries,4,(488 Reviews),,Public,"Mumbai,Maharashtra + 21 more",36 years old,1k-5k Employees (India)
939,Mitsubishi Elect...,4.4,(490 Reviews),,Private,"Chiyoda City,Tokyo + 37 more",101 years old,501-1k Employees (India)
940,Karma Ayurveda,4.8,(487 Reviews),,None,None,None,None
941,Navayuga Enginee...,4.2,(487 Reviews),,Private,"Hyderabad/Secunderabad,Telangana + 47 more",123 years old,501-1k Employees (India)
942,Natco Pharma,4.1,(487 Reviews),,Public,"Hyderabad/Secunderabad,Telangana + 28 more",41 years old,5k-10k Employees (India)
943,Dixon Technologi...,4.1,(486 Reviews),,Public,"Noida,Uttar Pradesh + 23 more",29 years old,1k-5k Employees (India)
944,GirnarSoft,3.8,(943 Reviews),,Private,"Jaipur,Rajasthan + 37 more",15 years old,1k-5k Employees (India)
945,Flash Electronic...,3.6,(485 Reviews),,Private,"Pune,Maharashtra + 14 more",33 years old,1k-5k Employees (India)
946,Photon Interacti...,4.2,(485 Reviews),,Private,London + 6 more,23 years old,1k-5k Employees (India)
947,OLX,4.1,(485 Reviews),,Private,"Gurgaon,Haryana + 41 more",16 years old,1k-5k Employees (India)
948,Vedanta Resource...,3.9,(2.3k Reviews),,Public,London + 46 more,46 years old,1k-5k Employees (India)
949,HARMAN,3.9,(1.5k Reviews),,Public,"Stamford,Connecticut + 14 more",13 years old,1k-5k Employees (India)
950,Sadbhav Engineer...,4.3,(509 Reviews),,Public,"Ahmedabad,Gujarat + 62 more",34 years old,1k-5k Employees (India)
951,Genius Consultan...,3.9,(484 Reviews),,Private,"Kolkata,West Bengal + 60 more",29 years old,201-500 Employees (India)
952,Troikaa Pharmace...,4,(483 Reviews),,Private,"Ahmedabad,Gujarat + 55 more",39 years old,1k-5k Employees (India)
953,Metropolis Healt...,4,(482 Reviews),,Private,"Mumbai,Maharashtra + 62 more",42 years old,1k-5k Employees (India)
954,United Spirits,4.2,(482 Reviews),,Public,"Bangalore/Bengaluru,Karnataka + 88 more",25 years old,1k-5k Employees (India)
955,Iris Software,4.4,(482 Reviews),,Private,"Edison,New Jersey + 5 more",31 years old,1k-5k Employees (India)
956,B. G. Shirke Con...,4.2,(481 Reviews),,Private,"Pune,Maharashtra + 23 more",78 years old,1k-5k Employees (India)
957,Globiva,3.1,(480 Reviews),,Private,"Gurgaon/Gurugram,Haryana + 12 more",5 years old,1k-5k Employees (India)
958,Vedanta Aluminiu...,4,(480 Reviews),,Private,"Jharsuguda,Odisha + 21 more",19 years old,1k-5k Employees (India)
959,Chetu,3.6,(480 Reviews),,Private,"Plantation,Florida + 3 more",22 years old,1k-5k Employees (India)
960,OCS Group,3.9,(479 Reviews),,Private,"Mumbai,Maharashtra + 41 more",26 years old,10k-50k Employees (India)
961,Jain Irrigation ...,4,(479 Reviews),,Public,"Jalgaon,Maharashtra + 69 more",59 years old,1k-5k Employees (India)
962,SFO Technologies,3.6,(479 Reviews),,Private,"Kochi/Cochin,Kerala + 13 more",32 years old,1k-5k Employees (India)
963,Ageas Federal Li...,3.7,(479 Reviews),,Private,"Mumbai,Maharashtra + 101 more",14 years old,501-1k Employees (India)
964,Quest Retail,4.5,(478 Reviews),,Private,"Gurgaon/Gurugram,Haryana + 62 more",17 years old,501-1k Employees (India)
965,ZF Steering Gear,3.8,(477 Reviews),,Public,"Pune,Maharashtra + 10 more",107 years old,501-1k Employees (India)
966,Ahluwalia Contra...,3.9,(477 Reviews),,Public,"Delhi/NCR,New Delhi + 33 more",57 years old,5k-10k Employees (India)
967,Vakrangee,3.7,(477 Reviews),,Public,"Mumbai,Maharashtra + 76 more",32 years old,1k-5k Employees (India)
968,TNQ Technologies,3.6,(477 Reviews),,Private,Chennai + 5 more,24 years old,1k-5k Employees (India)
969,Educomp Solution...,3.6,(476 Reviews),,Public,"Gurgaon/Gurugram,Haryana + 110 more",28 years old,11-50 Employees (India)
970,Minda Corporatio...,3.8,(476 Reviews),,Public,Gurugram + 39 more,64 years old,1k-5k Employees (India)
971,Sunknowledge Ser...,4.3,(475 Reviews),,Private,"New York,New York + 2 more",16 years old,51-200 Employees (India)
972,Exela Technologi...,3.6,(474 Reviews),,Private,"Irving,Texas + 13 more",11 years old,1k-5k Employees (India)
973,Country Holidays...,4.6,(474 Reviews),,Private,"Noida,Uttar Pradesh + 18 more",6 years old,501-1k Employees (India)
974,Kurlon,4.4,(474 Reviews),,Private,"Bangalore/Bengaluru,Karnataka + 79 more",60 years old,1k-5k Employees (India)
975,Nippon Paint Ind...,4,(474 Reviews),,Private,Osaka + 80 more,141 years old,1k-5k Employees (India)
976,KIMS Hospital,4.2,(474 Reviews),,Private,"Hyderabad/Secunderabad,Telangana + 30 more",10 years old,501-1k Employees (India)
977,Visionary RCM In...,3.6,(474 Reviews),,Private,"Chennai,Tamil Nadu + 8 more",16 years old,1k-5k Employees (India)
978,Shadowfax Techno...,3.6,(556 Reviews),,Public,"Bangalore,Karnataka + 83 more",7 years old,1k-5k Employees (India)
979,Barclays Global ...,4.3,(472 Reviews),,Private,Pune + 8 more,15 years old,201-500 Employees (India)
980,WorleyParsons,4,(472 Reviews),,Private,"North Sydney,North Sydney + 29 more",51 years old,1k-5k Employees (India)
981,UpGrad,3.2,(472 Reviews),,Private,"San Francisco,California + 27 more",7 years old,1k-5k Employees (India)
982,Birla Corporatio...,4.3,(793 Reviews),,Public,"Kolkata,India + 82 more",103 years old,1k-5k Employees (India)
983,Steag Energy Ser...,4.3,(471 Reviews),,Private,"Essen,Essen + 29 more",22 years old,1k-5k Employees (India)
984,Moser Baer,4.2,(471 Reviews),,Public,"Delhi/NCR,Delhi + 14 more",39 years old,1k-5k Employees (India)
985,Anchor Electrica...,4.1,(471 Reviews),,Private,"Mumbai,Maharashtra + 69 more",59 years old,5k-10k Employees (India)
986,Diageo,4.2,(961 Reviews),,Public,London + 58 more,25 years old,1k-5k Employees (India)
987,HFCL,4.2,(565 Reviews),,Public,"Delhi/NCR,New Delhi + 74 more",35 years old,1k-5k Employees (India)
988,Royal Caribbean ...,4.8,(633 Reviews),,Public,"Miami,Florida + 13 more",53 years old,501-1k Employees (India)
989,Uber,4.2,(535 Reviews),,Public,"San Francisco,California + 38 more",13 years old,1k-5k Employees (India)
990,Greenko Group,3.9,(469 Reviews),,Private,Hyderabad + 38 more,18 years old,1k-5k Employees (India)
991,Sintex Industrie...,4.2,(469 Reviews),,Public,"Kalol,Gujarat + 52 more",91 years old,1k-5k Employees (India)
992,Otis Elevator,4.2,(468 Reviews),,Private,"Farmington,Connecticut + 48 more",169 years old,1k-5k Employees (India)
993,Medusind Solutio...,4,(468 Reviews),,Private,"Mumbai,Maharashtra + 7 more",20 years old,1k-5k Employees (India)
994,Quatrro,3.5,(468 Reviews),,Private,Gurgaon + 5 more,17 years old,1k-5k Employees (India)
995,CALIBEHR,3.8,(468 Reviews),,Private,"Mumbai,Maharashtra + 76 more",43 years old,1k-5k Employees (India)
996,Star Cement,3.9,(467 Reviews),,Public,"Kolkata,West Bengal + 37 more",21 years old,1k-5k Employees (India)
997,Karur Vysya Bank,3.7,(467 Reviews),,Public,"Karur,Tamil Nadu + 89 more",106 years old,5k-10k Employees (India)
998,Aarvi Encon,4.1,(467 Reviews),,Public,"Mumbai,Maharashtra + 60 more",35 years old,1k-5k Employees (India)
999,Lumen Technologi...,3.9,(467 Reviews),,"Monroe,Louisiana + 10 more",92 years old,1k-5k Employees (India),None
1000,Wheelseye Techno...,4.1,(466 Reviews),,Private,"Gurgaon,Haryana + 109 more",5 years old,11-50 Employees (India)
1001,Air India,4,(568 Reviews),,Private,"Delhi/NCR,New Delhi + 40 more",92 years old,10k-50k Employees (India)
1002,HPCL-Mittal Ener...,4.4,(465 Reviews),,JV,"Noida,Uttar Pradesh + 15 more",15 years old,1k-5k Employees (India)
1003,AVEVA,4.3,(464 Reviews),,Private,"Cambridge,Cambridgeshire + 9 more",55 years old,1k-5k Employees (India)
1004,Bluestream Softw...,4.7,(463 Reviews),,Private,"New Delhi,Delhi + 8 more",1k-5k Employees (India),None
1005,VMware Software,4.4,(465 Reviews),,Private,"Palo Alto,California + 9 more",24 years old,5k-10k Employees (India)
1006,Inox Wind,3.5,(462 Reviews),,Public,"Noida,Uttar Pradesh + 32 more",13 years old,501-1k Employees (India)
1007,Allianz Technolo...,4.4,(928 Reviews),,Munich + 5 more,132 years old,1k-5k Employees (India),None
1008,Dodsal Engineeri...,4.3,(461 Reviews),,Conglomerate,"Dubai,Dubai + 29 more",39 years old,501-1k Employees (India)
1009,SoftAge Informat...,4.2,(461 Reviews),,Private,"Gurgaon/Gurugram,Haryana + 129 more",28 years old,1k-5k Employees (India)
1010,Napino Auto & El...,4.1,(461 Reviews),,Public,"Gurgaon/Gurugram,Haryana + 5 more",25 years old,1k-5k Employees (India)
1011,Sundaram Clayto...,4.1,(460 Reviews),,Public,"Chennai,Tamil Nadu + 17 more",60 years old,1k-5k Employees (India)
1012,Reliance Power,4.2,(460 Reviews),,Public,"Navi Mumbai,Maharashtra + 27 more",27 years old,1k-5k Employees (India)
1013,T.v. Sundram Iye...,4.1,(10k Reviews),,"Chennai,Tamil Nadu + 73 more",111 years old,1k-5k Employees (India),None
1014,JTEKT,4,(618 Reviews),,Public,Osaka + 16 more,16 years old,501-1k Employees (India)
1015,Wheels,4.1,(459 Reviews),,Public,"Chennai,Tamil Nadu + 21 more",60 years old,1k-5k Employees (India)
1016,Godrej Propertie...,3.7,(459 Reviews),,Public,"Mumbai,Maharashtra + 21 more",32 years old,1k-5k Employees (India)
1017,Accel Frontline,3.7,(459 Reviews),,Private,"Chennai,Tamil Nadu + 59 more",31 years old,51-200 Employees (India)
1018,Genpact Headstro...,3.9,(592 Reviews),,Private,"New Delhi,New Delhi + 14 more",24 years old,1k-5k Employees (India)
1019,Orient Craft,4.2,(458 Reviews),,Private,"Gurgaon/Gurugram,Haryana + 12 more",46 years old,10k-50k Employees (India)
1020,TEKsystems,3.8,(458 Reviews),,Private,"Hanover,Maryland + 8 more",39 years old,1k-5k Employees (India)
1021,Godrej Agrovet,4.3,(457 Reviews),,Mumbai + 75 more,1k-5k Employees (India),None,None
1022,Better.com,2.8,(457 Reviews),,"New York City,New York + 3 more",6 years old,201-500 Employees (India),None
1023,Tata Cummins,4.5,(455 Reviews),,Private,"Pune,Maharashtra + 19 more",29 years old,5k-10k Employees (India)
1024,Redington,4.2,(454 Reviews),,Public,"Dubai,Dubai + 46 more",23 years old,1k-5k Employees (India)
1025,DLF,4.1,(454 Reviews),,Public,"Gurgaon/Gurugram,Haryana + 24 more",76 years old,1k-5k Employees (India)
1026,Ingram Micro,3.9,(500 Reviews),,Private,"Irvine,California + 39 more",43 years old,1k-5k Employees (India)
1027,OMICS Internatio...,2.7,(467 Reviews),,Private,"Hyderabad/Secunderabad,Telangana + 4 more",15 years old,51-200 Employees (India)
1028,Matrimony.com,3.7,(453 Reviews),,Public,"Chennai,Tamil Nadu + 33 more",25 years old,1k-5k Employees (India)
1029,Uttam Galva Stee...,4,(452 Reviews),,Public,"Mumbai,Maharashtra + 17 more",37 years old,1k-5k Employees (India)
1030,Royal Sundaram G...,4,(452 Reviews),,JV,"Chennai,Tamil Nadu + 78 more",21 years old,1k-5k Employees (India)
1031,IMPACT Infotech,3.8,(452 Reviews),,Private,"Pune,Maharashtra + 48 more",28 years old,501-1k Employees (India)
1032,Hikal,4.1,(450 Reviews),,Private,"Mumbai,Maharashtra + 13 more",34 years old,1k-5k Employees (India)
1033,Altimetrik,4.1,(449 Reviews),,Private,"Southfield,Michigan + 7 more",10 years old,1k-5k Employees (India)
1034,Wistron,3.8,(449 Reviews),,Taipei + 9 more,21 years old,201-500 Employees (India),None
1035,Velocis Systems,4.1,(449 Reviews),,Private,"Noida,Uttar Pradesh + 39 more",27 years old,1k-5k Employees (India)
1036,Defence Research...,4.4,(507 Reviews),,Private,"Delhi/NCR,New Delhi + 33 more",64 years old,10k-50k Employees (India)
1037,Pernod Ricard,4.1,(454 Reviews),,Private,Paris + 76 more,47 years old,1k-5k Employees (India)
1038,Denave,4,(447 Reviews),,Private,"Noida,Uttar Pradesh + 49 more",23 years old,501-1k Employees (India)
1039,Athena BPO,3.2,(447 Reviews),,Private,"Mumbai,Maharashtra + 19 more",3 years old,201-500 Employees (India)
1040,IFFCO,4,(1.5k Reviews),,Private,"Delhi/NCR,Delhi + 60 more",55 years old,1k-5k Employees (India)
1041,Quikr,3.8,(604 Reviews),,Private,"Bangalore,Karnataka + 22 more",14 years old,501-1k Employees (India)
1042,Willis Towers Wa...,4,(528 Reviews),,Private,London + 14 more,6 years old,1k-5k Employees (India)
1043,Gharda Chemicals,4.2,(446 Reviews),,Private,"Mumbai,Maharashtra + 34 more",55 years old,1k-5k Employees (India)
1044,Rodic Consultant...,4.3,(446 Reviews),,Private,"Delhi/NCR,Delhi + 75 more",22 years old,501-1k Employees (India)
1045,General Motors,4.4,(655 Reviews),,Private,"Detroit,Michigan + 27 more",26 years old,1k-5k Employees (India)
1046,L&T Power,4,(445 Reviews),,Public,"Mumbai,Maharashtra + 73 more",16 years old,1k-5k Employees (India)
1047,Samasta Microfin...,4.2,(445 Reviews),,Public,"Bangalore,Karnataka + 140 more",14 years old,1k-5k Employees (India)
1048,Vivanta by Taj,4.3,(444 Reviews),,Private,"Gurgaon/Gurugram,Haryana + 38 more",12 years old,1k-5k Employees (India)
1049,Michelin,3.9,(443 Reviews),,Private,Clermont-Ferrand + 34 more,13 years old,1k-5k Employees (India)
1050,United Alliance ...,4.8,(442 Reviews),,Pune + 8 more,None,None,None
1051,Aparna Construct...,4.1,(442 Reviews),,Private,"Hyderabad/Secunderabad,Telangana + 22 more",26 years old,1k-5k Employees (India)
1052,Ugam Solution,3.7,(442 Reviews),,Private,"Mumbai,Maharashtra + 9 more",22 years old,1k-5k Employees (India)
1053,EPAM Systems,4.2,(447 Reviews),,"Newtown,Pennsylvania + 11 more",29 years old,5k-10k Employees (India),None
1054,ICA Edu Skills,3.8,(441 Reviews),,Private,"Kolkata,West Bengal + 88 more",23 years old,1k-5k Employees (India)
1055,Fusion Microfina...,4.2,(441 Reviews),,Private,"Delhi,NCT + 123 more",12 years old,5k-10k Employees (India)
1056,Asirvad Microfin...,4,(441 Reviews),,Private,"Chennai,Tamil Nadu + 128 more",15 years old,5k-10k Employees (India)
1057,Bajaj Housing Fi...,4,(441 Reviews),,Private,"Pune,Maharashtra + 91 more",14 years old,1k-5k Employees (India)
1058,VeeTechnologies,3.8,(441 Reviews),,Private,New York + 14 more,22 years old,1k-5k Employees (India)
1059,Power Grid Corpo...,4.5,(440 Reviews),,Private,"Gurgaon/Gurugram,Haryana + 123 more",33 years old,5k-10k Employees (India)
1060,Knorr-Bremse,4.2,(440 Reviews),,Private,Munich + 16 more,9 years old,201-500 Employees (India)
1061,General Mills,4.4,(451 Reviews),,Private,"Minneapolis,Minnesota + 34 more",26 years old,1k-5k Employees (India)
1062,Allscripts,4.3,(441 Reviews),,Private,"Chicago,Illinois + 4 more",36 years old,1k-5k Employees (India)
1063,Future Lifestyle...,4.2,(439 Reviews),,Public,"Mumbai,Maharashtra + 55 more",10 years old,5k-10k Employees (India)
1064,Medplus(optival ...,3.7,(439 Reviews),,Private,Hyderabad + 43 more,16 years old,501-1k Employees (India)
1065,Ihg Group,4.2,(884 Reviews),,Private,"Gurgaon/Gurugram,Haryana + 33 more",19 years old,1k-5k Employees (India)
1066,Xebia,4.5,(438 Reviews),,Private,"Hilversum,Hilversum + 9 more",21 years old,1k-5k Employees (India)
1067,Sl Lumax,3.4,(438 Reviews),,Public,"Sriperumbudur,Tamil Nadu + 11 more",25 years old,1k-5k Employees (India)
1068,Page Industries,4.5,(438 Reviews),,Public,"Bangalore/Bengaluru,Karnataka + 50 more",28 years old,10k-50k Employees (India)
1069,GEP Worldwide,3.9,(437 Reviews),,Private,"Clark,New Jersey + 3 more",23 years old,1k-5k Employees (India)
1070,Amtek Auto,3.9,(437 Reviews),,Public,"Delhi/NCR,New Delhi + 33 more",37 years old,1k-5k Employees (India)
1071,Google,4.4,(498 Reviews),,Private,"Mountain View,California + 45 more",24 years old,10k-50k Employees (India)
1072,Tanishq,4.3,(436 Reviews),,Private,"Bangalore/Bengaluru,Karnataka + 110 more",28 years old,1 Lakh+ Employees (India)
1073,Omaxe,4,(435 Reviews),,Public,"Delhi/NCR,New Delhi + 18 more",33 years old,1k-5k Employees (India)
1074,Rallis India,4.4,(435 Reviews),,Public,"Mumbai,Maharashtra + 64 more",74 years old,1k-5k Employees (India)
1075,Kantar,3.7,(948 Reviews),,Private,"London,London + 26 more",14 years old,5k-10k Employees (India)
1076,Dimension Data,4,(434 Reviews),,Private,"Bryanston,Johannesburg + 49 more",39 years old,1k-5k Employees (India)
1077,Jaya Hind Indust...,3.7,(434 Reviews),,Public,"Pune,Maharashtra + 14 more",75 years old,1k-5k Employees (India)
1078,AIIMS,4.1,(433 Reviews),,"Delhi/NCR,New Delhi + 32 more",66 years old,5k-10k Employees (India),None
1079,Kutumbh Care,4,(433 Reviews),,Private,"Noida,Uttar Pradesh + 112 more",15 years old,5k-10k Employees (India)
1080,Aditya Birla Hea...,4,(433 Reviews),,Private,Mumbai + 96 more,7 years old,1k-5k Employees (India)
1081,VA Tech Wabag,3.9,(433 Reviews),,Public,"Chennai,Tamil Nadu + 36 more",98 years old,1k-5k Employees (India)
1082,Kalpataru Group,3.7,(433 Reviews),,Private,"Mumbai,Maharashtra + 40 more",53 years old,1k-5k Employees (India)
1083,McNally Bharat E...,4,(494 Reviews),,Public,"Kolkata,West Bengal + 42 more",61 years old,1k-5k Employees (India)
1084,Leadec,3.8,(431 Reviews),,Private,Stuttgart + 36 more,60 years old,501-1k Employees (India)
1085,Caparo Engineeri...,3.9,(430 Reviews),,"Gurgaon/Gurugram,Haryana + 33 more",54 years old,51-200 Employees (India),None
1086,Eris Lifescience...,4.1,(430 Reviews),,Public,"Ahmedabad,Gujarat + 63 more",15 years old,1k-5k Employees (India)
1087,Chennai Radha En...,4.1,(429 Reviews),,Private,"Chennai,Tamil Nadu + 32 more",17 years old,5k-10k Employees (India)
1088,Gayatri Projects,3.9,(429 Reviews),,Public,"Hyderabad/Secunderabad,Telangana + 65 more",59 years old,1k-5k Employees (India)
1089,Biba Apparels,3.9,(429 Reviews),,Private,Gurgaon + 67 more,36 years old,1k-5k Employees (India)
1090,CSB Bank,3.4,(429 Reviews),,Private,"Thrissur/Trichur,Kerala + 92 more",102 years old,1k-5k Employees (India)
1091,Volvo,4.1,(3.4k Reviews),,Private,"Gothenburg,Gothenburg + 31 more",24 years old,1k-5k Employees (India)
1092,Happiest Minds T...,4.2,(428 Reviews),,Public,"Bangalore,Karnataka + 11 more",11 years old,1k-5k Employees (India)
